colYear,colMonth,DayOfMonths,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1992,6,10,3,1133,1125,1254,1240,US,278,,81,75,0,14,8,PIT,HPN,345,0,0,0,,0,0,0,0,0,0
1992,6,15,1,1507,1500,1608,1610,WN,494,,61,70,0,-2,7,RNO,LAS,345,0,0,0,,0,0,0,0,0,0
1993,2,8,1,1030,1030,1147,1135,HP,1576,,77,65,0,12,0,RNO,LAS,345,0,0,0,,0,0,0,0,0,0
1996,7,16,2,140,140,254,247,HP,2365,N625AW,74,67,49,7,0,LAS,RNO,345,3,22,0,,0,0,0,0,0,0
2005,3,16,3,1355,1355,1520,1520,WN,296,N671SW,85,85,60,0,0,LAS,RNO,345,5,20,0,,0,0,0,0,0,0
1987,12,10,4,920,920,1023,1030,WN,734,,63,70,0,-7,0,ELP,PHX,347,0,0,0,,0,0,0,0,0,0
1989,6,2,5,1329,1325,1340,1330,HP,858,,71,65,0,10,4,ELP,PHX,347,0,0,0,,0,0,0,0,0,0
1991,10,7,1,1539,1535,1548,1540,WN,91,,69,65,0,8,4,ELP,PHX,347,0,0,0,,0,0,0,0,0,0
1992,4,1,3,1757,1800,1856,1906,DL,1624,,59,66,0,-10,-3,BZN,SLC,347,0,0,0,,0,0,0,0,0,0
1997,2,17,1,1552,1544,1700,1648,HP,2428,N141AW,68,64,53,12,8,PHX,ELP,347,5,10,0,,0,0,0,0,0,0
2000,2,25,5,1612,1546,1716,1654,HP,2425,N313AW,64,68,46,22,26,PHX,ELP,347,3,15,0,,0,0,0,0,0,0
2005,4,1,5,1504,1505,1625,1634,HP,644,N303AW,81,89,59,-9,-1,ELP,PHX,347,3,19,0,,0,0,0,0,0,0
2006,12,1,5,1731,1731,1853,1850,OO,3941,N426SW,82,79,66,3,0,SLC,BZN,347,3,13,0,,0,0,0,0,0,0
1987,12,4,5,1703,1701,1812,1813,UA,957,,69,72,0,-1,2,DEN,ABQ,349,0,0,0,,0,0,0,0,0,0
1990,10,2,2,2035,2035,2152,2152,NW,704,,77,77,0,0,0,MSP,MDW,349,0,0,0,,0,0,0,0,0,0
1991,1,23,3,1000,1000,1116,1120,ML (1),279,,76,80,0,-4,0,MDW,MSP,349,0,0,0,,0,0,0,0,0,0
1993,10,24,7,2042,2045,2201,2203,NW,406,,79,78,0,-2,-3,MSP,MDW,349,0,0,0,,0,0,0,0,0,0
1994,7,8,5,1922,1918,2037,2030,UA,1149,,75,72,0,7,4,DEN,ABQ,349,0,0,0,,0,0,0,0,0,0
1994,12,29,4,726,730,846,851,NW,1066,,80,81,0,-5,-4,MSP,MDW,349,0,0,0,,0,0,0,0,0,0
1995,9,2,6,1329,1330,1437,1442,UA,740,N984UA,68,72,55,-5,-1,ABQ,DEN,349,4,9,0,,0,0,0,0,0,0
1997,12,26,5,1442,1439,1547,1548,UA,549,N340UA,65,69,48,-1,3,DEN,ABQ,349,4,13,0,,0,0,0,0,0,0
1998,9,16,3,2148,2150,2252,2300,UA,1609,N524UA,64,70,48,-8,-2,DEN,ABQ,349,5,11,0,,0,0,0,0,0,0
2002,7,15,1,1337,1340,1443,1455,UA,390,N359UA,66,75,54,-12,-3,ABQ,DEN,349,5,7,0,,0,0,0,0,0,0
2003,2,4,2,1745,1748,1937,1920,TZ,348,N307TZ,112,92,65,17,-3,MSP,MDW,349,36,11,0,,0,0,0,0,0,0
2003,8,2,6,657,658,825,830,NW,783,N523US,88,92,55,-5,-1,MDW,MSP,349,5,28,0,,0,0,0,0,0,0
2003,9,26,5,617,620,729,735,NW,866,N357NB,72,75,55,-6,-3,MSY,MEM,349,4,13,0,,0,0,0,0,0,0
2005,8,28,7,1207,1217,1339,1344,NW,1287,N986US,92,87,60,-5,-10,MDW,MSP,349,23,9,0,,0,0,0,0,0,0
2006,6,19,1,1443,1444,1557,1611,FL,892,N989AT,74,87,59,-14,-1,MDW,MSP,349,3,12,0,,0,0,0,0,0,0
2008,4,17,4,1947,1950,2107,2112,FL,861,N894AT,80,82,61,-5,-3,MDW,MSP,349,6,13,0,,0,0,0,0,0,0
2008,9,1,1,1531,1455,1645,1605,UA,443,N333UA,74,70,55,40,36,DEN,ABQ,349,4,15,0,,0,0,0,0,0,0
2005,10,3,1,1257,1257,1310,1315,EV,4202,N836AS,73,78,53,-5,0,ATL,EVV,350,6,14,0,,0,0,0,0,0,0
1989,1,15,7,1005,957,1024,1019,PI,1025,,79,82,0,5,8,CLT,BHM,351,0,0,0,,0,0,0,0,0,0
1989,4,22,6,1322,1324,1337,1346,PI,1720,,75,82,0,-9,-2,CLT,BHM,351,0,0,0,,0,0,0,0,0,0
1989,6,8,4,1300,1211,1430,1315,DL,721,,90,64,0,75,49,MOB,SHV,351,0,0,0,,0,0,0,0,0,0
1989,9,13,3,1224,1205,1324,1307,US,1082,,60,62,0,17,19,CHS,ORF,351,0,0,0,,0,0,0,0,0,0
1990,1,30,2,2118,2120,2223,2233,US,2137,,65,73,0,-10,-2,ORF,CHS,351,0,0,0,,0,0,0,0,0,0
1991,10,25,5,1820,1821,1937,1940,TW,409,,77,79,0,-3,-1,STL,TUL,351,0,0,0,,0,0,0,0,0,0
1997,9,13,6,552,555,659,705,TW,382,N415EA,67,70,54,-6,-3,TUL,STL,351,3,10,0,,0,0,0,0,0,0
2000,1,12,3,1416,1420,1620,1630,US,2171,N858US,64,70,53,-10,-4,BHM,CLT,351,5,6,0,,0,0,0,0,0,0
2006,3,15,3,2230,2157,2335,2325,YV,6259,N37228,65,88,50,10,33,PHX,DRO,351,3,12,0,,0,0,0,0,0,0
2007,4,27,5,1641,1640,1749,1810,XE,2051,N15948,68,90,50,-21,1,IAH,JAN,351,7,11,0,,0,0,0,0,0,0
2008,1,2,3,735,740,850,857,XE,2891,N12530,75,77,53,-7,-5,IAH,JAN,351,4,18,0,,0,0,0,0,0,0
2008,3,26,3,1155,1145,1220,1220,YV,2627,N914FJ,85,95,58,0,10,CLT,BHM,351,9,18,0,,0,0,0,0,0,0
2008,8,7,4,1518,1515,1627,1625,WN,1309,N329SW,69,70,56,2,3,STL,TUL,351,4,9,0,,0,0,0,0,0,0
2003,7,29,2,1020,1020,1300,1300,EV,4365,N536AS,100,100,80,0,0,GPT,ATL,352,10,10,0,,0,0,0,0,0,0
2006,1,5,4,1811,1811,2044,2025,FL,656,N924AT,93,74,70,19,0,GPT,ATL,352,4,19,0,,0,0,0,0,0,0
1989,8,8,2,1705,1705,1820,1820,AS,181,,75,75,0,0,0,LGB,OAK,353,0,0,1,,0,0,0,0,0,0
2005,1,30,7,1336,1340,1455,1500,B6,247,N570JB,79,80,62,-5,-4,OAK,LGB,353,4,13,0,,0,0,0,0,0,0
1988,9,20,2,900,900,1010,1020,AS,152,,70,80,0,-10,0,SFO,LGB,354,0,0,1,,0,0,0,0,0,0
1990,9,5,3,1757,1758,1915,1918,AA,822,,78,80,0,-3,-1,CRP,DFW,354,0,0,0,,0,0,0,0,0,0
1993,10,22,5,1940,1940,2100,2057,AS,478,,80,77,0,3,0,SFO,LGB,354,0,0,0,,0,0,0,0,0,0
2002,11,22,5,1108,1112,1222,1230,MQ,3866,N622MQ,74,78,59,-8,-4,CRP,DFW,354,5,10,0,,0,0,0,0,0,0
2003,10,13,1,1710,1720,1822,1840,EV,4815,N868AS,72,80,57,-18,-10,CRP,DFW,354,8,7,0,,0,0,0,0,0,0
2004,5,2,7,1936,1926,2044,2045,MQ,3517,N511MQ,68,79,50,-1,10,DFW,CRP,354,3,15,0,,0,0,0,0,0,0
2005,12,10,6,554,558,712,716,MQ,3568,N819AE,78,78,60,-4,-4,CRP,DFW,354,8,10,0,,0,0,0,0,0,0
2008,2,19,2,2120,2120,2234,2235,MQ,3569,N851AE,74,75,57,-1,0,DFW,CRP,354,4,13,0,,0,0,0,0,0,0
2006,7,23,7,955,935,1115,1059,YV,6164,N17337,80,84,62,16,20,LGB,PHX,355,8,10,0,,0,0,0,0,0,0
1991,4,27,6,1010,1011,1130,1130,DL,1100,,80,79,0,0,-1,ATL,RDU,356,0,0,0,,0,0,0,0,0,0
1993,11,7,7,1831,1830,1937,1953,AA,1970,,66,83,0,-16,1,ATL,RDU,356,0,0,0,,0,0,0,0,0,0
1999,4,23,5,1452,1450,1616,1617,DL,1501,N752AT,84,87,65,-1,2,RDU,ATL,356,9,10,0,,0,0,0,0,0,0
2002,1,27,7,1724,1735,1836,1856,DL,1177,-N624D,72,81,53,-20,-11,RDU,ATL,356,6,13,0,,0,0,0,0,0,0
2003,9,2,2,1721,1730,1853,1857,DL,947,N983DL,92,87,57,-4,-9,RDU,ATL,356,13,22,0,,0,0,0,0,0,0
2005,8,1,1,1648,1615,1804,1736,DL,1680,N913DE,76,81,52,28,33,ATL,RDU,356,7,17,0,,0,0,0,0,0,0
2005,9,13,2,752,755,903,910,FL,1790,N910AT,71,75,58,-7,-3,ATL,RDU,356,3,10,0,,0,0,0,0,0,0
2005,11,11,5,643,648,753,800,DL,967,N934DL,70,72,52,-7,-5,ATL,RDU,356,7,11,0,,0,0,0,0,0,0
2007,11,24,6,1955,2001,2140,2132,OH,5231,N927CA,105,91,78,8,-6,RDU,ATL,356,17,10,0,,0,0,0,0,0,0
2008,2,17,7,555,604,710,725,FL,97,N924AT,75,81,59,-15,-9,RDU,ATL,356,9,7,0,,0,0,0,0,0,0
1991,4,23,2,1052,1050,1212,1214,US,768,,80,84,0,-2,2,PVD,DCA,357,0,0,0,,0,0,0,0,0,0
1996,1,19,5,730,730,841,843,US,1564,N991VJ,71,73,55,-2,0,DCA,PVD,357,5,11,0,,0,0,0,0,0,0
2004,10,2,6,1157,1155,1313,1315,US,927,N745UW,76,80,63,-2,2,PVD,DCA,357,4,9,0,,0,0,0,0,0,0
1992,4,3,5,800,800,910,915,WN,1703,,70,75,0,-5,0,BUR,SMF,358,0,0,0,,0,0,0,0,0,0
1999,11,12,5,625,625,744,730,WN,1534,N658,79,65,54,14,0,SMF,BUR,358,2,23,0,,0,0,0,0,0,0
2000,6,12,1,1345,1345,1502,1450,WN,253,N386,77,65,59,12,0,BUR,SMF,358,4,14,0,,0,0,0,0,0,0
2008,11,21,5,1638,1640,1751,1800,WN,995,N410WN,73,80,58,-9,-2,BUR,SMF,358,4,11,0,,0,0,0,0,0,0
2008,7,9,3,2239,2145,2344,2255,WN,3412,N772SW,65,70,55,49,54,HOU,JAN,359,4,6,0,,0,0,0,0,0,0
1988,8,1,1,1804,1806,1914,1920,AA,815,,70,74,0,-6,-2,OAK,ONT,361,0,0,0,,0,0,0,0,0,0
1992,7,31,5,1855,1855,2003,2010,WN,394,,68,75,0,-7,0,ONT,OAK,361,0,0,0,,0,0,0,0,0,0
1997,7,20,7,1730,1730,1843,1840,WN,389,N687,73,70,58,3,0,OAK,ONT,361,1,14,0,,0,0,0,0,0,0
2002,9,8,7,1945,1945,2050,2055,WN,2058,N615,65,70,56,-5,0,OAK,ONT,361,2,7,0,,0,0,0,0,0,0
2003,7,11,5,1750,1730,1936,1850,MQ,4540,N720MQ,106,80,75,46,20,RDU,CMH,361,4,27,0,,0,0,0,0,0,0
2004,9,16,4,757,800,911,917,US,164,N613AU,74,77,56,-6,-3,CLT,BWI,361,5,13,0,,0,0,0,0,0,0
2006,12,16,6,805,805,920,936,YV,2682,N931LR,75,91,56,-16,0,CLT,BWI,361,6,13,0,,0,0,0,0,0,0
2008,9,24,3,1357,1355,1531,1519,US,1660,N591US,94,84,71,12,2,BWI,CLT,361,4,19,0,,0,0,0,0,0,0
2008,6,19,4,1523,1525,1639,1642,XE,2505,N14116,76,77,57,-3,-2,CLE,RIC,362,3,16,0,,0,0,0,0,0,0
1989,11,20,1,1350,1350,1457,1505,US,3,,67,75,0,-8,0,ONT,SFO,363,0,0,0,,0,0,0,0,0,0
1991,5,30,4,659,700,805,818,UA,1461,,66,78,0,-13,-1,SFO,ONT,363,0,0,0,,0,0,0,0,0,0
1991,8,20,2,1840,1720,1955,1849,CO,1615,,75,89,0,66,80,PHL,CLE,363,0,0,0,,0,0,0,0,0,0
1996,2,16,5,1407,1410,1529,1527,CO,1512,N17329,82,77,62,2,-3,CLE,PHL,363,10,10,0,,0,0,0,0,0,0
1996,3,13,3,1829,1830,1939,1942,UA,2325,N364UA,70,72,58,-3,-1,SFO,ONT,363,3,9,0,,0,0,0,0,0,0
2000,9,28,4,619,620,738,735,UA,2256,N399UA,79,75,57,3,-1,ONT,SFO,363,3,19,0,,0,0,0,0,0,0
2005,11,6,7,1043,1046,1208,1205,EV,4147,N886AS,85,79,53,3,-3,ATL,CRW,363,4,28,0,,0,0,0,0,0,0
2007,12,9,7,1417,1419,1533,1533,OO,6397,N740SK,76,74,58,0,-2,SFO,ONT,363,4,14,0,,0,0,0,0,0,0
2003,9,2,2,1254,1259,1408,1420,MQ,3696,N620MQ,74,81,60,-12,-5,SGF,DFW,364,7,7,0,,0,0,0,0,0,0
1990,8,25,6,142,129,248,239,HP,143,,66,70,0,9,13,LAS,TUS,365,0,0,0,,0,0,0,0,0,0
1996,5,1,3,620,620,747,746,US,1111,N558AU,87,86,75,1,0,PWM,PHL,365,3,9,0,,0,0,0,0,0,0
1999,3,14,7,1607,1550,1742,1707,US,398,N850US,95,77,54,35,17,PHL,PWM,365,3,38,0,,0,0,0,0,0,0
2002,7,1,1,1948,1955,2115,2130,US,1184,N429US,87,95,60,-15,-7,PHL,PWM,365,3,24,0,,0,0,0,0,0,0
2006,10,14,6,1359,1245,1503,1400,WN,419,N704SW,64,75,52,63,74,TUS,LAS,365,4,8,0,,0,0,0,0,0,0
1990,7,24,2,1700,1640,1814,1800,US,435,,74,80,0,14,20,PIT,CLT,366,0,0,0,,0,0,0,0,0,0
1992,3,3,2,1104,1100,1214,1215,US,677,,70,75,0,-1,4,CLT,PIT,366,0,0,0,,0,0,0,0,0,0
1997,11,1,6,1751,1750,1928,1913,US,1233,N336US,97,83,66,15,1,PIT,CLT,366,7,24,0,,0,0,0,0,0,0
1999,2,22,1,2138,2145,2257,2258,DL,1689,N909DL,79,73,56,-1,-7,ATL,DAB,366,3,20,0,,0,0,0,0,0,0
1999,3,30,2,2001,2005,2116,2129,US,2190,N880US,75,84,63,-13,-4,PIT,CLT,366,3,9,0,,0,0,0,0,0,0
2004,4,9,5,1053,1100,1213,1221,US,1112,N112UW,80,81,57,-8,-7,CLT,PIT,366,6,17,0,,0,0,0,0,0,0
2005,9,16,5,1636,1616,1802,1738,DL,1245,N944DL,86,82,66,24,20,DAB,ATL,366,5,15,0,,0,0,0,0,0,0
1998,11,22,7,1632,1634,1740,1745,US,866,N785AU,68,71,55,-5,-2,PIT,ALB,367,3,10,0,,0,0,0,0,0,0
1997,9,27,6,1715,1715,1922,1930,WN,1213,N380,67,75,30,-8,0,LAS,SLC,368,2,35,0,,0,0,0,0,0,0
1999,2,16,2,825,820,1044,1035,WN,783,N383,79,75,61,9,5,LAS,SLC,368,7,11,0,,0,0,0,0,0,0
2002,7,18,4,1145,1130,1402,1345,WN,853,N314,77,75,56,17,15,LAS,SLC,368,2,19,0,,0,0,0,0,0,0
2004,9,26,7,1850,1850,2017,2021,DH,1532,N669BR,87,91,60,-4,0,IAD,DAY,368,3,24,0,,0,0,0,0,0,0
1988,11,13,7,1232,1225,1248,1242,US,327,,76,77,0,6,7,PHX,BUR,369,0,0,0,,0,0,0,0,0,0
1989,2,10,5,700,700,935,925,HP,590,,95,85,0,10,0,BUR,PHX,369,0,0,0,,0,0,0,0,0,0
1995,7,2,7,1400,1400,1509,1515,WN,441,N668,69,75,58,-6,0,BUR,PHX,369,3,8,0,,0,0,0,0,0,0
1999,4,12,1,903,905,1026,1025,NW,1290,N753NW,83,80,58,1,-2,MEM,VPS,369,4,21,0,,0,0,0,0,0,0
2000,6,2,5,1853,1854,2018,2018,HP,2480,N645AW,85,84,69,0,-1,PHX,BUR,369,3,13,0,,0,0,0,0,0,0
2003,7,25,5,1940,1925,2052,2045,WN,1938,N719,72,80,60,7,15,PHX,BUR,369,2,10,0,,0,0,0,0,0,0
2004,6,28,1,1259,1222,1427,1348,HP,256,N812AW,88,86,70,39,37,BUR,PHX,369,6,12,0,,0,0,0,0,0,0
2007,2,18,7,1718,1720,1729,1745,WN,2660,N690SW,71,85,63,-16,-2,PHX,BUR,369,2,6,0,,0,0,0,0,0,0
2007,11,7,3,1156,1055,1219,1125,WN,957,N357SW,83,90,67,54,61,PHX,BUR,369,2,14,0,,0,0,0,0,0,0
2008,4,13,7,2049,2030,2206,2155,WN,307,N289CT,77,85,65,11,19,PHX,BUR,369,2,10,0,,0,0,0,0,0,0
1988,4,24,7,1522,1440,1641,1600,WN,947,,79,80,0,41,42,PHX,LAX,370,0,0,0,,0,0,0,0,0,0
1988,9,20,2,2100,2100,2212,2220,WN,703,,72,80,0,-8,0,PHX,LAX,370,0,0,0,,0,0,0,0,0,0
1988,10,23,7,2200,2200,2306,2315,HP,1277,,66,75,0,-9,0,LAX,PHX,370,0,0,0,,0,0,0,0,0,0
1989,1,12,4,2000,2000,2210,2215,HP,1274,,70,75,0,-5,0,LAX,PHX,370,0,0,0,,0,0,0,0,0,0
1989,9,25,1,1818,1815,1933,1930,HP,31,,75,75,0,3,3,PHX,LAX,370,0,0,0,,0,0,0,0,0,0
1990,5,13,7,1336,1335,1504,1457,US,1482,,88,82,0,7,1,BOS,BWI,370,0,0,0,,0,0,0,0,0,0
1991,5,31,5,2050,2050,2200,2155,WN,252,,70,65,0,5,0,LAX,PHX,370,0,0,0,,0,0,0,0,0,0
1991,11,22,5,1430,1430,1447,1450,WN,994,,77,80,0,-3,0,PHX,LAX,370,0,0,0,,0,0,0,0,0,0
1992,1,31,5,1906,1905,2022,2033,US,1281,,76,88,0,-11,1,BOS,BWI,370,0,0,0,,0,0,0,0,0,0
1992,4,18,6,2005,2000,2116,2110,WN,217,,71,70,0,6,5,LAX,PHX,370,0,0,0,,0,0,0,0,0,0
1992,10,26,1,630,630,643,645,WN,291,,73,75,0,-2,0,PHX,LAX,370,0,0,0,,0,0,0,0,0,0
1992,11,13,5,1754,1750,2007,2004,DL,915,,73,74,0,3,4,LAX,PHX,370,0,0,0,,0,0,0,0,0,0
1993,3,13,6,1400,1400,1417,1415,WN,778,,77,75,0,2,0,PHX,LAX,370,0,0,0,,0,0,0,0,0,0
1993,6,9,3,2132,1950,2310,2114,US,48,,98,84,0,116,102,BWI,BOS,370,0,0,0,,0,0,0,0,0,0
1993,12,11,6,2200,2200,2218,2215,WN,1790,,78,75,0,3,0,PHX,LAX,370,0,0,0,,0,0,0,0,0,0
1994,1,27,4,2030,2030,2235,2240,HP,1274,,65,70,0,-5,0,LAX,PHX,370,0,0,0,,0,0,0,0,0,0
1994,6,24,5,630,630,744,735,WN,342,,74,65,0,9,0,LAX,PHX,370,0,0,0,,0,0,0,0,0,0
1994,11,12,6,1016,1015,1133,1143,US,2163,,77,88,0,-10,1,BOS,BWI,370,0,0,0,,0,0,0,0,0,0
1995,2,18,6,2105,2105,2110,2123,DL,1230,N519DA,65,78,48,-13,0,PHX,LAX,370,7,10,0,,0,0,0,0,0,0
1996,7,14,7,855,855,1014,1005,HP,2218,N147AW,79,70,64,9,0,LAX,PHX,370,5,10,0,,0,0,0,0,0,0
1997,6,29,7,944,945,1112,1112,DL,989,N293WA,88,87,61,0,-1,PHX,LAX,370,12,15,0,,0,0,0,0,0,0
1997,10,16,4,1538,1510,1650,1629,HP,2592,N632AW,72,79,56,21,28,LAX,PHX,370,7,9,0,,0,0,0,0,0,0
1997,11,16,7,1905,1900,1919,1915,WN,1273,N300,74,75,60,4,5,PHX,LAX,370,9,5,0,,0,0,0,0,0,0
1998,5,8,5,730,730,854,850,WN,921,N378,84,80,62,4,0,PHX,LAX,370,5,17,0,,0,0,0,0,0,0
1998,10,6,2,1920,1834,2035,1955,HP,2034,N645AW,75,81,54,40,46,PHX,LAX,370,6,15,0,,0,0,0,0,0,0
2000,2,17,4,1731,1720,1749,1738,UA,2442,N369UA,78,78,65,11,11,PHX,LAX,370,3,10,0,,0,0,0,0,0,0
2003,12,2,2,2120,2030,2130,2055,WN,1939,N310,70,85,55,35,50,PHX,LAX,370,5,10,0,,0,0,0,0,0,0
2004,4,30,5,656,655,822,815,HP,757,N910AW,86,80,62,7,1,LAX,PHX,370,4,20,0,,0,0,0,0,0,0
2004,6,17,4,2200,2050,2318,2212,FL,456,N990AT,78,82,53,66,70,BWI,BOS,370,6,19,0,,0,0,0,0,0,0
2005,3,7,1,654,655,925,913,HP,610,N658AW,91,78,67,12,-1,LAX,PHX,370,5,19,0,,0,0,0,0,0,0
2005,5,29,7,2146,2147,2258,2322,HP,38,N653AW,72,95,56,-24,-1,PHX,LAX,370,6,10,0,,0,0,0,0,0,0
2005,7,11,1,1142,1147,1257,1317,MQ,4532,N682AE,75,90,54,-20,-5,BOS,BWI,370,9,12,0,,0,0,0,0,0,0
2006,5,21,7,2155,2059,2316,2228,FL,463,N983AT,81,89,64,48,56,BOS,BWI,370,6,11,0,,0,0,0,0,0,0
2006,9,30,6,858,852,1043,1022,YV,2704,N903FJ,105,90,61,21,6,PHX,LAX,370,11,33,0,,0,0,0,0,0,0
2007,1,30,2,1520,1450,1640,1624,OH,5616,N926CA,80,94,62,16,30,BWI,BOS,370,5,13,0,,0,0,0,0,0,0
2007,1,19,5,2147,2145,4,2359,US,36,N674AW,77,74,57,5,2,LAX,PHX,370,5,15,0,,0,0,0,0,0,0
2007,4,24,2,826,825,946,950,WN,2859,N762SW,80,85,64,-4,1,PHX,LAX,370,7,9,0,,0,0,0,0,0,0
2008,10,27,1,1509,1515,1633,1641,US,37,N803AW,84,86,55,-8,-6,PHX,LAX,370,8,21,0,,0,0,0,0,0,0
1987,12,21,1,1500,1500,1620,1620,AA,2010,,80,80,0,0,0,OAK,SNA,371,0,0,0,,0,0,0,0,0,0
1994,7,21,4,1832,1825,1937,1940,WN,926,,65,75,0,-3,7,SNA,OAK,371,0,0,0,,0,0,0,0,0,0
1998,9,5,6,605,605,720,725,WN,834,N512,75,80,64,-5,0,OAK,SNA,371,3,8,0,,0,0,0,0,0,0
2002,3,5,2,1936,1945,2049,2109,AS,354,N618AS,73,84,61,-20,-9,OAK,SNA,371,5,7,0,,0,0,0,0,0,0
2003,2,9,7,1150,1150,1305,1310,WN,757,N746,75,80,65,-5,0,OAK,SNA,371,5,5,0,,0,0,0,0,0,0
1989,5,10,3,1430,1430,1601,1553,US,2722,,91,83,0,8,0,SFO,SNA,372,0,0,0,,0,0,0,0,0,0
1990,5,4,5,647,648,808,808,US,2907,,81,80,0,0,-1,SNA,SFO,372,0,0,0,,0,0,0,0,0,0
1991,1,23,3,1020,1020,1135,1144,US,2722,,75,84,0,-9,0,SFO,SNA,372,0,0,0,,0,0,0,0,0,0
1991,1,4,5,1444,1445,1618,1613,UA,1229,,94,88,0,5,-1,PVD,IAD,372,0,0,0,,0,0,0,0,0,0
2000,9,25,1,1301,1305,1426,1433,AA,2805,NR21AA,85,88,62,-7,-4,SFO,SNA,372,5,18,0,,0,0,0,0,0,0
2008,1,12,6,1944,1825,2104,1952,UA,1252,N462UA,80,87,58,72,79,SFO,SNA,372,5,17,0,,0,0,0,0,0,0
1988,7,21,4,1733,1700,1848,1817,UA,1491,,75,77,0,31,33,SMF,LAX,373,0,0,0,,0,0,0,0,0,0
1988,9,9,5,1744,1745,1859,1902,AA,1347,,75,77,0,-3,-1,SMF,LAX,373,0,0,0,,0,0,0,0,0,0
1989,6,2,5,2019,2010,2134,2125,UA,1488,,75,75,0,9,9,LAX,SMF,373,0,0,0,,0,0,0,0,0,0
1990,3,8,4,2115,2034,2234,2150,DL,512,,79,76,0,44,41,ATL,CVG,373,0,0,0,,0,0,0,0,0,0
1991,6,12,3,1530,1530,1639,1640,US,23,,69,70,0,-1,0,LAX,SMF,373,0,0,0,,0,0,0,0,0,0
1992,6,18,4,2050,2040,2206,2154,DL,559,,76,74,0,12,10,CVG,ATL,373,0,0,0,,0,0,0,0,0,0
1993,1,15,5,1944,1855,2118,2014,UA,1445,,94,79,0,64,49,SMF,LAX,373,0,0,0,,0,0,0,0,0,0
1995,6,29,4,1714,1650,1847,1816,DL,1856,N913DL,93,86,75,31,24,CVG,ATL,373,7,11,0,,0,0,0,0,0,0
1995,8,6,7,827,821,952,945,DL,1599,N527DA,85,84,61,7,6,ATL,CVG,373,4,20,0,,0,0,0,0,0,0
2000,7,16,7,710,710,815,825,WN,291,N650,65,75,52,-10,0,LAX,SMF,373,3,10,0,,0,0,0,0,0,0
2000,8,29,2,717,715,841,849,DL,1955,N686DA,84,94,61,-8,2,CVG,ATL,373,10,13,0,,0,0,0,0,0,0
2003,6,20,5,905,905,1013,1030,WN,490,N747,68,85,57,-17,0,SMF,LAX,373,4,7,0,,0,0,0,0,0,0
2003,6,23,1,1530,1530,1631,1657,OO,6967,N929SW,61,87,148,-26,0,SMF,LAX,373,4,8,0,,0,0,0,0,0,0
2006,10,31,2,1134,1043,1254,1206,OO,6467,N943SW,80,83,60,48,51,LAX,SMF,373,3,17,0,,0,0,0,0,0,0
2007,9,9,7,1021,1020,1135,1135,WN,789,N741SA,74,75,58,0,1,LAX,SMF,373,4,12,0,,0,0,0,0,0,0
2008,6,2,1,733,736,833,856,AS,55,N768AS,60,80,53,-23,-3,FAI,SCC,373,2,5,0,,0,0,0,0,0,0
1989,7,12,3,1104,1105,1227,1230,NW,1555,,83,85,0,-3,-1,SYR,DTW,374,0,0,0,,0,0,0,0,0,0
1996,7,25,4,1721,1725,1841,1846,NW,638,N777NC,80,81,56,-5,-4,DTW,SYR,374,6,18,0,,0,0,0,0,0,0
2004,5,29,6,1247,1240,1424,1406,NW,765,N619NW,97,86,68,18,7,SYR,DTW,374,5,24,0,,0,0,0,0,0,0
2006,6,6,2,916,917,1025,1043,NW,753,N779NC,69,86,54,-18,-1,SYR,DTW,374,7,8,0,,0,0,0,0,0,0
2006,12,7,4,1959,1913,2135,2029,NW,1558,N782NC,96,76,67,66,46,DTW,SYR,374,7,22,0,,0,0,0,0,0,0
1990,8,7,2,1216,1215,1330,1334,US,333,,74,79,0,-4,1,ISP,PIT,375,0,0,1,,0,0,0,0,0,0
1991,7,17,3,1929,1930,2156,2139,AA,576,,87,69,0,17,-1,BNA,GSO,377,0,0,0,,0,0,0,0,0,0
1999,1,27,3,1710,1710,1825,1825,WN,473,N606,75,75,61,0,0,BWI,MHT,377,2,12,0,,0,0,0,0,0,0
2003,12,30,2,600,600,728,729,EV,4639,N901EV,88,89,68,-1,0,ILM,ATL,377,7,13,0,,0,0,0,0,0,0
2004,1,22,4,1928,1935,2130,2111,EV,4769,N844AS,122,96,98,19,-7,ILM,ATL,377,16,8,0,,0,0,0,0,0,0
2005,3,7,1,2122,2110,2254,2230,WN,613,N329SW,92,80,80,24,12,MHT,BWI,377,4,8,0,,0,0,0,0,0,0
2005,7,20,3,1927,1920,2038,2050,WN,237,N776,71,90,62,-12,7,MHT,BWI,377,3,6,0,,0,0,0,0,0,0
2007,1,2,2,1025,1009,1149,1137,EV,4878,N971EV,84,88,51,12,16,ATL,ILM,377,5,28,0,,0,0,0,0,0,0
1996,11,24,7,743,745,757,815,NW,1087,N608NW,74,90,59,-18,-2,IND,MEM,381,2,13,0,,0,0,0,0,0,0
2002,2,13,3,1551,1600,1615,1626,NW,1773,N785N3,84,86,67,-11,-9,IND,MEM,381,7,10,0,,0,0,0,0,0,0
